S12608	Pont-sur-Seine "Ferme de l'Ile", "Le Haut de Launois"	Aube	48.519	3.596	France	in brune2020a: two merged sites	2023-06-21 08:36:16	robert@localhost	2023-06-21 08:36:16	robert@localhost
S02815	Linlithgow	\N	55.975	-3.619	Great Britain	\N	\N	\N	\N	\N
S07459	Jungfernhöhle, Tiefenellern	\N	49.920	11.088	Germany	\N	\N	\N	\N	\N
S08876	Grotte du Phare	\N	43.490	-1.550	France	\N	\N	\N	\N	\N
S13051	Furta–Töviskés	Hajdú-Bihar	47.100	21.500	Hungary	coordinates after: gelab2023a	2023-11-21 17:46:36	robert@localhost	2023-11-21 17:46:36	robert@localhost
S12984	Gräsås; Gräsås 1	Öland	56.340	16.510	Sweden	GoogleMaps to town; within 3 km	2023-10-17 09:45:12	sam@localhost	2023-10-17 09:45:12	sam@localhost
S11141	Smedegård	\N	55.925	10.145	Denmark	\N	\N	\N	2022-07-05 18:51:02	claudia@localhost
S06530	Old Coach Road	\N	51.264	-1.708	Great Britain	\N	\N	\N	\N	\N
S03848	St. Walrick	\N	51.786	5.794	Netherlands	\N	\N	\N	\N	\N
S04555	Troldebjerg	\N	54.876	10.788	Denmark	\N	\N	\N	\N	\N
S03539	Rössberga (Valtorp 2)	\N	58.229	13.606	Sweden	\N	\N	\N	\N	\N
S04298	Zürich, Mozartstraße; Zürich-Mozartstrasse	\N	47.365	8.547	Switzerland	2 types of samples are distinguished for the Zurichsee sites: so-called "closed find complexes"  gFK: geschlossenen Fundkomplexen are clearly visible accumulations of macrofossils, e.g., conspicuous clusters of fruit seeds or collections of crop plants (e.g., storage contexts) that represent deposition over a short time and therefore represent a 'snapshot' at the time of deposition; and so-called "open find complexes' oFK: offenen Fundkomplexen that are taken from a uniform grid covering the excavation area or in the form of profile columns and represent average layer conditions and probably reflect a longer period of deposition and often contain a high number of taxa; data entered in db are taken from table D358 in which ubiquities of taxa in the oFK samples are recorded [numbers of taxa are not given]; Note: a majority of taxa not preserved by charring are wet-loving species (e.g. non economic plants); in the d/base I've been consistent with other sites & entered all charred remains + waterlogged taxa (e.g. fruits&nuts etc.) which had obviously been deliberately collected & brought to the site (e.g. Corylus, Fragaria, Malus, etc.); if a taxon is preserved by charring & waterlogging the ubiquity & total no relate to the former; [NB: the Cortaillod data replace (now deleted) previous records for the older Cortaillod - layer 6]	\N	\N	2025-05-13 14:00:56	jelena_bulatovic@localhost
S13013	Šandalja II	Istria	44.883	13.897	Croatia	\N	2023-10-17 15:43:18	jan@localhost	2023-10-17 15:43:18	jan@localhost
S05050	Valbo 49	\N	60.662	17.062	Sweden	\N	\N	\N	\N	\N
S11059	Carei; Carei-Cozard	\N	47.684	22.467	Romania	\N	2022-06-06 08:32:01	jelena@localhost	2024-03-04 12:22:15	natalya@localhost
S10521	Heiligenthal "Kleines Feld"	\N	51.608	11.632	Germany	location: bickl2013a	2022-03-14 17:35:51	robert@localhost	2022-03-14 17:35:51	robert@localhost
S03888	Strepy, Mons	\N	50.480	4.017	Belgium	\N	\N	\N	\N	\N
S11433	Мостище 3; Mostische 3	Voronezh region (Воронежская область)	51.020	39.080	Russia	according to publication	2023-01-19 13:07:27	natalya@localhost	2023-01-19 13:07:27	natalya@localhost
S06591	Sandwell Park	\N	52.522	-1.966	Great Britain	\N	\N	\N	\N	\N
S13212	Maglelyng XL; 040112-237	Zealand	55.581	11.576	Denmark	\N	2024-03-20 15:58:57	helene@localhost	2024-03-20 15:58:57	helene@localhost
S10946	Cucuteni-Cetațuia; Cucuteni-Dambul Morii	\N	47.783	27.133	Romania	\N	2022-05-13 19:12:19	jelena@localhost	2023-11-17 11:08:25	jelena@localhost
S01517	CHAMP DES CHAMPS	\N	47.123	6.012	France	\N	\N	\N	\N	\N
S10077	Brezovljani	\N	45.945	16.580	Croatia	Position assumed by description and maps	2022-01-12 14:38:58	claudia@macelab-server.biochem.ucl.ac.uk	2022-01-12 14:38:58	claudia@macelab-server.biochem.ucl.ac.uk
S02645	LE CUIZET	\N	45.630	4.220	France	\N	\N	\N	\N	\N
S13524	Aziarnoye 1; Azjarnoje	Minsk	52.709	28.151	Belarus	Found on Google Earth, within 10km	2024-05-28 13:02:34	robert@localhost	2024-05-28 13:02:34	robert@localhost
S01598	Cormail	\N	45.054	3.851	France	a few 800 meters from the site of Rivaux on the left side of the Borne and separated by the basalt dyke of Espaly St-Marcel is the Neolithic occupation of Cormail covering several acres (the site was known about since the last century); Locus III discovered in 1981 was the focus of a rescue excavation until 1985 under the direction of J.J. Houdre; plant remains were recovered from a large pit (20 x 20 m) probably of natural origin and filled with a thick ashy sediment (and located on scree slope adjacent to the river); all deposits revealed Chasseen artefacts - some vestiges of structures remain (post holes, etc.) but few habitation floors and it was so impossible to perceive the role of functional site (habitatation, dump, etc.); ceramics and some bone material date the occupation phase to recent Chasseen Vellave and correlate to level 3 and 4 Rivaux which confirms the 4 radiocarbon dates (see report for details); archaeobotany: plant remains (all charred) were observed at the excavation at all levels however, lower layers seemed richer; wieving, either dry or wet according to circumstances on a coarse mesh sieve (?size not specified) facilitated retrieval of some of these remains - Bouby notes that the operation was not systematic; later in the text he states that for several of the samples it was possible to use a fine(r) sieve and volumes of sediments processed in this way are recorded; in table 2 the taxa from this sieving exercise are listed - I've assumed that these taxa have already been included in the overall totals shown in table 1 (on the basis that numbers of items are exactly the same in both tables for some of the samples)	\N	\N	2024-10-21 11:02:24	jelena@localhost
S06238	Bridget's Farm	\N	51.107	-1.267	Great Britain	\N	\N	\N	\N	\N
S08988	La Roussellerie – L'Hermitage	\N	47.540	-2.160	France	\N	\N	\N	\N	\N
S10267	Gospodska pećina	\N	43.977	16.430	Croatia	\N	2022-01-25 12:22:59	jelena@localhost	2022-01-25 12:22:59	jelena@localhost
S09034	Valenciennes – Rue Jean Bernier	\N	50.340	3.500	France	\N	\N	\N	\N	\N
S09060	Bad Buchau-Bahndamm	\N	48.062	9.609	Germany	\N	\N	\N	\N	\N
S12994	Lerkaka by; Runsten 31: 2	Öland	56.721	16.712	Sweden	Swedish Sites and Monuments Record (SHM)	2023-10-17 09:45:12	sam@localhost	2023-10-17 09:45:12	sam@localhost
S04200	Waren	\N	53.510	12.680	Germany	\N	\N	\N	\N	\N
S07200	Rath More	\N	52.079	-9.245	Ireland	\N	\N	\N	\N	\N
S03340	Pointe Saint Gildas	\N	47.133	-2.217	France	\N	\N	\N	\N	\N
S11214	Kaposvár-Road 61, Site no. 1	\N	46.389	17.806	Hungary	within 5 km	2022-09-13 10:45:51	jelena@localhost	2022-09-13 10:45:51	jelena@localhost
S12857	Susteren	Limburg Province	51.065	5.852	Netherlands	based on the publication groot2024a (not exact location)	2024-11-07 13:27:51	jelena@localhost	2024-11-07 13:27:55	jelena@localhost
S07661	Dacharzów 1	\N	50.717	21.633	Poland	\N	\N	\N	\N	\N
S20716	Tossen-Keler	Brittany	48.480	3.330	France	Location from source reference	2024-10-25 14:01:05	fredrik@localhost	2024-10-25 14:01:05	fredrik@localhost
S06294	Colliford Reservoir	\N	50.510	-4.581	Great Britain	\N	\N	\N	\N	\N
S11209	Kaposújlak-Várdomb	\N	46.357	17.738	Hungary	within 5 km	2022-09-13 10:45:51	jelena@localhost	2022-09-13 10:45:51	jelena@localhost
S10829	Cegled Ipari park	\N	47.194	19.802	Hungary	\N	2022-05-02 11:31:41	sam@localhost	2023-04-20 14:44:14	Rscripts@localhost
S02296	Inden 3	\N	50.850	6.350	Germany	\N	\N	\N	\N	\N
S11131	Resengaard	\N	56.591	9.040	Denmark	Within 3 km	\N	\N	2022-07-05 15:29:11	claudia@localhost
S12965	Vinkovci-hotel	\N	45.288	18.805	Croatia	\N	2023-09-19 10:43:28	jan@localhost	2023-09-19 10:43:28	jan@localhost
S01114	Arlempdes le Suc	\N	44.850	3.920	France	\N	\N	\N	\N	\N
S20780	Kantou Kouphovounos	Limassol	34.712	32.909	Cyprus	Found to general area only; within 4 km	2024-11-13 09:49:57	sam@localhost	2024-11-13 09:49:57	sam@localhost
S08952	Keinsmerbrug	\N	52.811	4.799	Netherlands	the site was first investigated in 1985 by F. Diederik using a single test pit - followed a year by later Van Haaff who conducted a full excavation prior to the site's destruction for bulb production; in 1986 the site was divided into 4 quadrants separated by a 1m baulk - each quadrant was stripped of topsoil down to a depth of 6-70cm (excavation was done in m2); most of the Neolithic features were in trench 3; the pits (n=25) are the earliest anthropogenic feature at the site - they show signs of rapid backfilling and contain few finds - many were waterlogged during excavation; the cultural layer fills the tops of many of the pits above the natural backfill - the layer is up to 20cm thick and comprises at least a few habitation phases; within this layer 5 charcoal areas have been interpreted as hearths; cattle hoof marks cut into few of these hearths and are present below others; postholes and stakes (n=666) form the majority of features at the site; there are also 4 possible plough marks - there is uncertainty about the contemporaneity of these with the LNeo occupation; archaeobotany: samples were taken during the 1986 excavation; with the exception of 2 samples that were taken from possible wells all other samples derive from the occupation layer; the samples were collected on a 1m2 grid and within the c.20cm occuption layer; only the SE part of the site was sampled systematically while other areas were sampled more randomly; in total 87 samples were taken (vols: 1.5-3L); samples were wet-sieved on a 0.25mm mesh; a total of 18 samples was selected for fully analysis - with the exception of waterlogged remains recovered from the wells (features 1001, 1003) all the remains from the occupation deposits were charred; all samples were from trenches 3&4; as with other sites I've entered charred remains (and noted if taxa are also found in waterlogged form) and waterlogged taxa that are known to be edible (as in PFAF) - all other waterlogged remains are omitted from db entries [all data taken from Appendix III] [KM notes several lumps of 'processed food and also organic residues encrusted on pottery -the organic lumps revealed seeds and grains embedded in the matrix]	\N	\N	\N	\N
S02736	les Correardes	\N	44.660	5.710	France	\N	\N	\N	\N	\N
S08165	Stålgjæv Rende	\N	56.837	8.259	Denmark	\N	\N	\N	\N	\N
S06597	Shapwicjheath	\N	51.159	-2.827	Great Britain	\N	\N	\N	\N	\N
S11138	Kildebjerg I	\N	56.090	9.784	Denmark	SBM 983	\N	\N	2022-07-05 18:36:05	claudia@localhost
S08958	Bardouville	\N	49.430	0.920	France	\N	\N	\N	\N	\N
S01951	Fox Hole Cave	\N	53.183	-1.850	Great Britain	\N	\N	\N	\N	\N
S21039	Střelice u Jevišovic	\N	48.994	15.983	Czechia / Czech Republic	Aproximate location	2025-07-17 11:46:47	yuzhen_li@localhost	2025-07-17 11:46:47	yuzhen_li@localhost
S12159	Bodø Teglverk, Bodø	Nordland	67.280	14.405	Norway	\N	2023-04-27 13:45:48	sam@localhost	2023-04-27 13:45:48	sam@localhost
S11860	Räisälä Juoksemajärvi Westend; Räisälä 4 Hytinlahti Juoksemajärvi Westend; Bol’šoe Zavetnoe 4	Karelian Isthmus	61.071	29.746	Russia	Approximate location based on the publication seits2017a (fig. 1)	2023-03-02 11:59:11	jelena@localhost	2025-09-05 06:02:45	jelena_bulatovic@localhost
S13191	Esbenshøj; 110409-68	Jutland	56.905	8.856	Denmark	\N	2024-03-20 15:58:57	helene@localhost	2024-03-20 15:58:57	helene@localhost
S13018	Ðakovo–Grabrovac	\N	45.308	18.411	Croatia	\N	2023-10-19 09:59:38	jan@localhost	2023-10-19 09:59:38	jan@localhost
S01739	Dornburg	\N	50.500	8.020	Germany	\N	\N	\N	\N	\N
S06401	Gristhorpe	\N	54.234	-0.320	Great Britain	\N	\N	\N	\N	\N
S07675	Glinki 7	\N	53.100	18.034	Poland	\N	\N	\N	\N	\N
S13037	Agino Selo	\N	44.566	17.196	Bosnia and Herzegovina	approximate coordinates based on google maps	2023-11-14 10:36:49	jan@localhost	2023-11-14 10:36:49	jan@localhost
S02632	LE CHATEAU	\N	45.320	6.990	France	\N	\N	\N	\N	\N
S01121	Armeau	\N	48.130	3.370	France	\N	\N	\N	\N	\N
S08855	Marainville-sur-Madon	\N	48.399	6.168	France	records are from Wiethold's unpublished data (pers.comm. 2011); this site is located in the Vosges plain c.10 km from the Moselle on a middle terrace of the Madon; Neolithic habitation structures were discovered during the excavation of a Hallstatt tumulus - but the site was already truncated by ploughing; in 1986 a rescue excavation programme over 3 years was initiated (by the authors of the online report); at the time of writing the report three houses (probably not contemporaneous) flanked by their side pits and a small annex building had been found (NB Wiethold records taxa from 5 houses); it was also possible to identify seven tombs of the same period; the authors note that in side pits of the small annex there was a considerable amount of charred wheat and peas mixed with small nodules of (fire-)reddened earth - most of the postholes of the house produced the same type of remains as well as large amounts of wood charcoal indicating some kind of wooden structure where the grain was stored - and subsequently destroyed by fire; Weithold's data are from postholes and ditches; archaeobotany: there were no accompanying notes with Wiethold's tables but he records in his data tables the volumes of samples processed and notes mesh sizes of 1mm and 0.2mm used for wet-sieving/flotation; all plant remains are charred	\N	\N	\N	\N
S09180	Alleur "l’Arbre de la Mère Dieu"	\N	50.681	5.532	Belgium	the site is in the commune of Ans, in the province of Liege (Jadin 2003: 41); located in SE edge of the Hesbaye plateau, at ca. 150 m altitude, on one of the terraces of the Meuse; discovered by Dradon & Mattart in 1968 (Otte & Delye 2000: 151); rescue excavations directed by Marchal undertaken in 1998 & 1999 on "le Domaine Militaire" (zone 4; Marchal 1998,1999); another excavation campaign by the Free University of Liege, with the assistance of the Walloon region, took place in 2000, on the area known as "A l'Arbre de la Mere Dieu" (zone 5&6; Otte & Delye 2000: 151); the latest campaign was carried out in 2007 by Marchal & Hauzeur (in zones 1, 2 & 3); archaeobotany: the archaeobotanical study sampled pits in the plot called the  "A l'Arbre de la Mere Dieu", which is a continuation (adjacent to?) of that carried out on Rubane pit 26 at "Domaine militaire" (Dietsch Sellami-2002); two pits were sampled from zones 5&6: 05.001 and 06.011 (located in zones 5 and 6 respectively); a total of 26L was sampled from 05.001 and 10L from 06.011; wet sieving was carried out on meshes of 2, 1 and 0.5mm (the entirety of the larger flots was sorted and the 0.5 flot was subsampled); all remains were charred	\N	\N	\N	\N
S09051	Allensbach-Seeweg	\N	47.720	9.053	Germany	\N	\N	\N	\N	\N
S02501	LA FOSSE TOUNISE	\N	49.380	3.389	France	excavations began in 1991 in advance of gravel extraction; evidence of two Neolithic settlements was uncovered dating to the Rubane and VSG; the quarry was divided into two sectors: to the East - La Fosse Tounise (6.2 ha), to the West - La Heronniere (3.9 ha); only a small area of the W quarry was investigated; Bakels report relates to the houses and pits in La Fosse Tounise; 3 Rubane houses are included in the analysis: 20,60 and 120 (60 less well preserved than the other 2) - all were accompanied by lateral pits containing much household debris (including charred remains); samples from pits associated with 3 VSG houses (165, 215, 233) are also compared with those from the earlier pits; no mention is made about recovery techniques but as small seeds are recorded in table II it is likely that flotation with small mesh sizes was used; Bakels records presence of taxa only (no absolute counts are given)	\N	\N	\N	\N
S12798	Bjørnsholm Å	Jutland	56.875	9.229	Denmark	coordinates from where Bjørnsholm å flows into Vilsted lake	2024-03-19 15:42:31	helene@localhost	2024-03-19 15:42:31	helene@localhost
S06778	Ballygroll	\N	54.971	-7.183	Ireland	\N	\N	\N	\N	\N
S07751	Opatowice 35	\N	52.603	18.564	Poland	\N	\N	\N	\N	\N
S20627	Basel-Gasfabrik	\N	47.569	7.572	Switzerland	Site probable location; certainly within 10 km	2024-10-15 11:47:33	sam@localhost	2024-10-15 11:47:33	sam@localhost
S04285	Zonhoven Molenheide	\N	50.983	5.350	Belgium	\N	\N	\N	\N	\N
S06986	Drung	\N	55.166	-7.196	Ireland	\N	\N	\N	\N	\N
S05069	Yvonand III	\N	46.798	6.745	Switzerland	\N	\N	\N	\N	\N
S07035	Grange	\N	53.728	-8.234	Ireland	\N	\N	\N	\N	\N
S06888	Cloghaclocka	\N	53.401	-7.016	Ireland	\N	\N	\N	\N	\N
S07189	Pepperhill	\N	52.224	-8.695	Ireland	part of an Early Neolithic rectangular structure was excavated at this site; excavation licence number: E0374.; Archaeobotany: charred plant remains were recorded in seven samples from deposits associated with the Early Neolithic house; the samples were washed/processed with water, using a sieve of 0.30 mm mesh size; cereal grains (including cf. emmer wheat), hazelnut shell and crab-apple were present.	\N	\N	\N	\N
S10429	Poppenweiler "Karchweg, Ried, Beim Bähle"	\N	48.908	9.265	Germany	location: bickl2013a	2022-03-14 17:35:51	robert@localhost	2022-03-14 17:35:51	robert@localhost
S20367	Bunnik-Werkhoven	Utrecht Province	52.065	5.211	Netherlands	based on the publication groot2024a (not exact location)	2024-07-09 13:19:34	jelena@localhost	2024-07-16 13:46:11	jelena@localhost
S08957	Arleux - Chemin des Croix	Hauts-de-France	50.280	3.120	France	\N	\N	\N	2024-08-12 15:53:31	fredrik@localhost
S11558	Žemaitiškė 1	\N	55.263	26.098	Lithuania	within 3 km	2023-02-16 13:34:18	jelena@localhost	2023-02-16 13:34:18	jelena@localhost
S06978	Doughiska	\N	53.290	-8.988	Ireland	\N	\N	\N	\N	\N
S10071	Sredelj-Brusnica Mala	\N	45.075	18.223	Bosnia and Herzegovina	\N	2021-12-21 18:46:35	jelena@macelab-server.biochem.ucl.ac.uk	2021-12-21 18:46:35	jelena@macelab-server.biochem.ucl.ac.uk
S13003	Södra Kvinneby; Södra Kvinneby 22; Stenåsa 99:1	Öland	56.499	16.583	Sweden	Swedish Sites and Monuments Record (SHM)	2023-10-17 09:45:12	sam@localhost	2023-10-17 09:45:12	sam@localhost
S11757	Bánov	Uherské Hradiště	48.981	17.726	Czechia / Czech Republic	\N	2023-02-27 17:37:28	jan@localhost	2023-03-07 14:45:25	jan@localhost
S02526	LA MOLLE PIERRE	\N	47.050	4.750	France	\N	\N	\N	\N	\N
S03851	Staines Road Farm	\N	51.403	-0.452	Great Britain	this site contained an Early Bronze Age large pit and a nearby burnt mound. Earlier activity at the site included a Middle Neolithic ring-ditch, and a double row of prehistoric pits was also found; Archaeobotany: Waterlogged plant remains were recorded in a lower layer of the Early Bronze Age pit. The sample was washed/processed with water, using a sieve of 0.25 mm mesh size. A wide variety of wild plants was represented, including species associated with aquatic and marginal environments. A small quantity of plant remains was also recorded in ditch F1, but this material is undated, so has not been included below. [Note from SC: I've only included edible species (e.g., according to PFAF) in the db entries]	\N	\N	2023-04-20 15:46:21	adrian@localhost
S12848	Leiderdorp-Hoogmadeseweg	Zuid-Holland Province	52.152	4.531	Netherlands	based on the publication groot2024a (not exact location)	2024-11-06 12:20:01	jelena@localhost	2024-11-06 12:20:01	jelena@localhost
S08070	Marievej 3	\N	55.853	12.567	Denmark	\N	\N	\N	\N	\N
S09002	Mondelange - La Sente	Grand Èst	49.260	6.170	France	\N	\N	\N	2024-08-12 17:01:36	fredrik@localhost
S21021	Hrádek	Znojmo	48.771	16.271	Czechia / Czech Republic	Aproximate location	2025-06-30 08:20:43	dominika_schmidtova@localhost	2025-06-30 08:20:43	dominika_schmidtova@localhost
S06375	Forvie	\N	57.329	-1.978	Great Britain	\N	\N	\N	\N	\N
S11184	Östra Odarslöv 13:5	Skåne	55.735	13.246	Sweden	\N	2022-08-10 11:21:34	claudia@localhost	2022-09-28 09:33:03	jelena@localhost
S11239	Myklebust gnr. 3	\N	58.946	5.581	Norway	\N	2022-09-28 16:10:14	claudia@localhost	2022-09-28 16:10:14	claudia@localhost
S10978	Cavadineşti-Râpa Glodului	Galați County	46.043	27.991	Romania	\N	2022-05-16 14:09:24	jelena@localhost	2023-07-26 06:45:49	jelena@localhost
S11092	Dévaványa-Barcéhalom	\N	47.038	20.937	Hungary	To town (GoogleMaps); within 2 km	2022-06-23 11:03:12	sam@localhost	2022-06-23 12:03:12	sam@localhost
S07691	Janówek	\N	50.850	16.833	Poland	\N	\N	\N	\N	\N
S02694	LE TROU AMIAULT	\N	45.800	0.310	France	\N	\N	\N	\N	\N
S07462	Katelbogen	\N	53.838	11.853	Germany	\N	\N	\N	\N	\N
S11276	Påljungshage Helgona 331; Stenbro 1:8	Södermanland	58.772	17.019	Sweden	\N	2022-10-07 09:21:31	jelena@localhost	2023-02-27 12:57:00	jelena@localhost
S02598	Lancken-Granitz	\N	54.368	13.635	Germany	\N	\N	\N	\N	\N
S12981	Folkskolan	Öland	56.310	16.510	Sweden	Google Maps to town; within 3 km	2023-10-17 09:45:12	sam@localhost	2023-10-17 09:45:12	sam@localhost
S10413	Schweinfurt "Polizeidirektion"	\N	50.047	10.230	Germany	location: bickl2013a	2022-03-14 17:35:51	robert@localhost	2022-03-14 17:35:51	robert@localhost
